cve_id,published_date,last_modified_date,description,cvss_score
CVE-1999-0408,1999-02-25T05:00:00.000,2008-09-09T12:34:30.163,"Files created from interactive shell sessions in Cobalt RaQ microservers (e.g. .bash_history) are world readable, and thus are accessible from the web server.",10.0
CVE-1999-0483,1999-02-25T05:00:00.000,2008-09-09T12:34:38.057,OpenBSD crash using nlink value in FFS and EXT2FS filesystems.,2.1
CVE-1999-0381,1999-02-26T05:00:00.000,2023-11-07T01:54:57.643,super 3.11.6 and other versions have a buffer overflow in the syslog utility which allows a local user to gain root access.,7.2
CVE-1999-0221,1999-03-01T05:00:00.000,2022-08-17T10:15:11.983,Denial of service of Ascend routers through port 150 (remote administration).,5.0
CVE-1999-0222,1999-03-01T05:00:00.000,2022-08-17T06:15:12.233,Denial of service in Cisco IOS web server allows attackers to reboot the router using a long URL.,5.0
CVE-1999-0223,1999-03-01T05:00:00.000,2018-10-30T16:26:22.170,Solaris syslogd crashes when receiving a message from a host that doesn't have an inverse DNS entry.,2.1
CVE-1999-0261,1999-03-01T05:00:00.000,2008-09-09T12:34:08.947,Netmanager Chameleon SMTPd has several buffer overflows that cause a crash.,5.0
CVE-1999-0386,1999-03-01T05:00:00.000,2018-10-12T21:29:04.730,Microsoft Personal Web Server and FrontPage Personal Web Server in some Windows systems allows a remote attacker to read files on the server by using a nonstandard URL.,5.0
CVE-1999-0413,1999-03-01T05:00:00.000,2008-09-09T12:34:30.523,A buffer overflow in the SGI X server allows local users to gain root access through the X server font path.,7.2
CVE-1999-0414,1999-03-01T05:00:00.000,2022-08-17T08:15:11.620,"In Linux before version 2.0.36, remote attackers can spoof a TCP connection and pass data to the application layer before fully establishing the connection.",5.0
CVE-1999-0419,1999-03-01T05:00:00.000,2022-08-17T08:15:11.677,"When the Microsoft SMTP service attempts to send a message to a server and receives a 4xx error code, it quickly and repeatedly attempts to redeliver the message, causing a denial of service.",5.0
CVE-1999-0426,1999-03-01T05:00:00.000,2024-02-08T15:50:30.627,The default permissions of /dev/kmem in Linux versions before 2.0.36 allows IP spoofing.,10.0
CVE-1999-0429,1999-03-01T05:00:00.000,2016-10-18T01:59:20.377,"The Lotus Notes 4.5 client may send a copy of encrypted mail in the clear across the network if the user does not set the ""Encrypt Saved Mail"" preference.",7.5
CVE-1999-0430,1999-03-01T05:00:00.000,2008-09-09T12:34:31.680,Cisco Catalyst LAN switches running Catalyst 5000 supervisor software allows remote attackers to perform a denial of service by forcing the supervisor module to reload.,5.0
CVE-1999-0431,1999-03-01T05:00:00.000,2022-08-17T08:15:12.063,"Linux 2.2.3 and earlier allow a remote attacker to perform an IP fragmentation attack, causing a denial of service.",5.0
CVE-1999-0432,1999-03-01T05:00:00.000,2008-09-09T12:34:31.820,ftp on HP-UX 11.00 allows local users to gain privileges.,4.6
CVE-1999-0435,1999-03-01T05:00:00.000,2022-08-17T08:15:12.200,MC/ServiceGuard and MC/LockManager in HP-UX allows local users to gain privileges through SAM.,7.2
CVE-1999-0436,1999-03-01T05:00:00.000,2008-09-09T12:34:32.117,Domain Enterprise Server Management System (DESMS) in HP-UX allows local users to gain privileges.,4.6
CVE-1999-0437,1999-03-01T05:00:00.000,2022-08-17T08:15:12.253,Remote attackers can perform a denial of service in WebRamp systems by sending a malicious string to the HTTP port.,5.0
CVE-1999-0438,1999-03-01T05:00:00.000,2022-08-17T08:15:12.300,"Remote attackers can perform a denial of service in WebRamp systems by sending a malicious UDP packet to port 5353, changing its IP address.",5.0
CVE-1999-0440,1999-03-01T05:00:00.000,2016-10-18T01:59:21.563,The byte code verifier component of the Java Virtual Machine (JVM) allows remote execution through malicious web pages.,7.5
CVE-1999-0476,1999-03-01T05:00:00.000,2022-08-17T08:15:12.877,"A weak encryption algorithm is used for passwords in SCO TermVision, allowing them to be easily decrypted by a local user.",7.2
CVE-1999-0479,1999-03-01T05:00:00.000,2008-09-09T12:34:37.773,Denial of service Netscape Enterprise Server with VirtualVault on HP-UX VVOS systems.,5.0
CVE-1999-1046,1999-03-01T05:00:00.000,2017-12-19T02:29:01.253,"Buffer overflow in IMonitor in IMail 5.0 allows remote attackers to cause a denial of service, and possibly execute arbitrary commands, via a long string to port 8181.",10.0
CVE-2000-0371,1999-03-01T05:00:00.000,2008-09-10T19:04:14.070,The libmediatool library used for the KDE mediatool allows local users to create arbitrary files via a symlink attack.,1.2
CVE-1999-1551,1999-03-02T05:00:00.000,2017-12-19T02:29:10.300,Buffer overflow in Ipswitch IMail Service 5.0 allows an attacker to cause a denial of service (crash) and possibly execute arbitrary commands via a long URL.,5.0
CVE-1999-0409,1999-03-04T05:00:00.000,2008-09-09T12:34:30.243,Buffer overflow in gnuplot in Linux version 3.5 allows local users to obtain root access.,4.6
CVE-1999-1256,1999-03-04T05:00:00.000,2017-12-19T02:29:05.877,"Oracle Database Assistant 1.0 in Oracle 8.0.3 Enterprise Edition stores the database master password in plaintext in the spoolmain.log file when a new database is created, which allows local users to obtain the password from that file.",4.6
CVE-2000-0019,1999-03-04T05:00:00.000,2022-08-17T10:15:18.787,"IMail POP3 daemon uses weak encryption, which allows local users to read files.",2.1
CVE-1999-0410,1999-03-05T05:00:00.000,2018-10-30T16:25:26.310,The cancel command in Solaris 2.6 (i386) has a buffer overflow that allows local users to obtain root access.,7.2
CVE-1999-0411,1999-03-07T05:00:00.000,2022-08-17T08:15:11.560,"Several startup scripts in SCO OpenServer Enterprise System v 5.0.4p, including S84rpcinit, S95nis, S85tcp, and S89nfs, are vulnerable to a symlink attack, allowing a local user to gain root access.",7.2
CVE-1999-0418,1999-03-08T05:00:00.000,2016-10-18T01:59:19.097,"Denial of service in SMTP applications such as Sendmail, when a remote attacker (e.g. spammer) uses many ""RCPT TO"" commands in the same connection.",6.4
CVE-1999-1254,1999-03-08T05:00:00.000,2017-12-19T02:29:05.753,"Windows 95, 98, and NT 4.0 allow remote attackers to cause a denial of service by spoofing ICMP redirect messages from a router, which causes Windows to change its routing tables.",5.0
CVE-1999-1371,1999-03-08T05:00:00.000,2018-10-30T16:26:22.763,Buffer overflow in /usr/bin/write in Solaris 2.6 and 7 allows local users to gain privileges via a long string in the terminal name argument.,7.2
CVE-1999-1567,1999-03-08T05:00:00.000,2017-12-19T02:29:10.720,Seapine Software TestTrack server allows a remote attacker to cause a denial of service (high CPU) via (1) TestTrackWeb.exe and (2) ttcgi.exe by connecting to port 99 and disconnecting without sending any data.,5.0
CVE-1999-0417,1999-03-09T05:00:00.000,2018-10-30T16:26:22.763,64 bit Solaris 7 procfs allows local users to perform a denial of service.,2.1
CVE-1999-0415,1999-03-11T05:00:00.000,2008-09-09T12:34:30.647,"The HTTP server in Cisco 7xx series routers 3.2 through 4.2 is enabled by default, which allows remote attackers to change the router's configuration.",7.5
CVE-1999-0416,1999-03-11T05:00:00.000,2008-09-09T12:34:30.743,Vulnerability in Cisco 7xx series routers allows a remote attacker to cause a system reload via a TCP connection to the router's TELNET port.,5.0
CVE-1999-1526,1999-03-11T05:00:00.000,2017-12-19T02:29:09.783,Auto-update feature of Macromedia Shockwave 7 transmits a user's password and hard disk information back to Macromedia.,5.0
CVE-1999-0382,1999-03-12T05:00:00.000,2018-10-12T21:29:04.310,"The screen saver in Windows NT does not verify that its security context has been changed properly, allowing attackers to run programs with elevated privileges.",7.2
CVE-1999-0420,1999-03-17T05:00:00.000,2022-08-17T08:15:11.723,umapfs allows local users to gain root privileges by changing their uid through a malicious mount_umap program.,7.2
CVE-1999-0421,1999-03-17T05:00:00.000,2008-09-09T12:34:31.070,"During a reboot after an installation of Linux Slackware 3.6, a remote attacker can obtain root access by logging in to the root account without a password.",7.2
CVE-1999-0422,1999-03-17T05:00:00.000,2022-08-17T08:15:11.767,"In some cases, NetBSD 1.3.3 mount allows local users to execute programs in some file systems that have the ""noexec"" flag set.",4.6
CVE-1999-0462,1999-03-17T05:00:00.000,2008-09-09T12:34:36.603,"suidperl in Linux Perl does not check the nosuid mount option on file systems, allowing local users to gain root access by placing a setuid script in a mountable file system, e.g. a CD-ROM or floppy disk.",7.2
CVE-1999-0424,1999-03-18T05:00:00.000,2022-08-17T08:15:11.823,talkback in Netscape 4.5 allows a local user to overwrite arbitrary files of another user whose Netscape crashes.,2.1
CVE-1999-0425,1999-03-18T05:00:00.000,2022-08-17T08:15:11.877,talkback in Netscape 4.5 allows a local user to kill an arbitrary process of another user whose Netscape crashes.,6.4
CVE-1999-0433,1999-03-21T05:00:00.000,2022-08-17T08:15:12.137,"XFree86 startx command is vulnerable to a symlink attack, allowing local users to create files in restricted directories, possibly allowing them to gain privileges or cause a denial of service.",4.6
CVE-1999-0482,1999-03-21T05:00:00.000,2008-09-09T12:34:37.977,"OpenBSD kernel crash through TSS handling, as caused by the crashme program.",5.0
CVE-1999-0428,1999-03-22T05:00:00.000,2020-10-13T16:53:38.647,OpenSSL and SSLeay allow remote attackers to reuse SSL sessions and bypass access controls.,7.5
CVE-1999-0481,1999-03-22T05:00:00.000,2008-09-09T12:34:37.913,"Denial of service in ""poll"" in OpenBSD.",5.0
CVE-1999-1370,1999-03-23T05:00:00.000,2021-07-22T14:02:03.270,"The setup wizard (ie5setup.exe) for Internet Explorer 5.0 disables (1) the screen saver, which could leave the system open to users with physical access if a failure occurs during an unattended installation, and (2) the Task Scheduler Service, which might prevent the scheduled execution of security-critical programs.",7.2
CVE-1999-1397,1999-03-23T05:00:00.000,2016-10-18T02:04:01.173,"Index Server 2.0 on IIS 4.0 stores physical path information in the ContentIndex\Catalogs subkey of the AllowedPaths registry key, whose permissions allows local and remote users to obtain the physical paths of directories that are being indexed.",7.5
CVE-2000-0153,1999-03-26T05:00:00.000,2023-11-07T01:55:13.333,FrontPage Personal Web Server (PWS) allows remote attackers to read files via a .... (dot dot) attack.,5.0
CVE-1999-0434,1999-03-30T05:00:00.000,2008-09-09T12:34:31.977,"XFree86 xfs command is vulnerable to a symlink attack, allowing local users to create files in restricted directories, possibly allowing them to gain privileges or cause a denial of service.",7.5
CVE-1999-1559,1999-03-31T05:00:00.000,2017-12-19T02:29:10.580,"Xylan OmniSwitch before 3.2.6 allows remote attackers to bypass the login prompt via a CTRL-D (control d) character, which locks other users out of the switch because it only supports one session at a time.",5.0
CVE-1999-0443,1999-04-01T05:00:00.000,2008-09-09T12:34:32.603,Patrol management software allows a remote attacker to conduct a replay attack to steal the administrator password.,10.0
CVE-1999-0445,1999-04-01T05:00:00.000,2008-09-09T12:34:32.757,"In Cisco routers under some versions of IOS 12.0 running NAT, some packets may not be filtered by input access list filters.",5.0
CVE-1999-0447,1999-04-01T05:00:00.000,2013-07-23T04:04:49.940,Local users can gain privileges using the debug utility in the MPE/iX operating system.,4.6
CVE-1999-0467,1999-04-01T05:00:00.000,2022-08-17T08:15:12.587,"The Webcom CGI Guestbook programs wguest.exe and rguest.exe allow a remote attacker to read arbitrary files using the ""template"" parameter.",5.0
CVE-1999-0469,1999-04-01T05:00:00.000,2022-08-17T08:15:12.633,"Internet Explorer 5.0 allows window spoofing, allowing a remote attacker to spoof a legitimate web site and capture information from the client.",5.0
CVE-1999-0480,1999-04-01T05:00:00.000,2022-08-17T08:15:12.930,Local attackers can conduct a denial of service in Midnight Commander 4.x with a symlink attack.,2.1
CVE-1999-0605,1999-04-01T05:00:00.000,2016-10-18T01:59:26.893,An incorrect configuration of the Order Form 1.0 shopping cart  CGI program could disclose private information.,5.0
CVE-1999-0606,1999-04-01T05:00:00.000,2016-10-18T01:59:28.080,"An incorrect configuration of the EZMall 2000 shopping cart  CGI program ""mall2000.cgi"" could disclose private information.",5.0
CVE-1999-0608,1999-04-01T05:00:00.000,2017-10-10T01:29:00.763,"An incorrect configuration of the PDG Shopping Cart CGI program ""shopper.cgi"" could disclose private information.",5.0
CVE-1999-0609,1999-04-01T05:00:00.000,2016-10-18T01:59:31.957,"An incorrect configuration of the SoftCart CGI program ""SoftCart.exe"" could disclose private information.",5.0
CVE-1999-0610,1999-04-01T05:00:00.000,2016-10-18T01:59:33.083,An incorrect configuration of the Webcart CGI program could disclose private information.,5.0
CVE-1999-0921,1999-04-01T05:00:00.000,2008-09-09T12:36:12.087,"BMC Patrol allows any remote attacker to flood its UDP port, causing a denial of service.",5.0
CVE-1999-0439,1999-04-05T04:00:00.000,2022-08-17T08:15:12.350,Buffer overflow in procmail before version 3.12 allows remote or local attackers to execute commands via expansions in the procmailrc configuration file.,7.5
CVE-1999-0474,1999-04-05T04:00:00.000,2022-08-17T08:15:12.777,The ICQ Webserver allows remote attackers to use .. to access arbitrary files outside of the user's personal directory.,5.0
CVE-1999-0475,1999-04-05T04:00:00.000,2022-08-17T08:15:12.827,A race condition in how procmail handles .procmailrc files allows a local user to read arbitrary files available to the user who is running procmail.,1.2
CVE-1999-1245,1999-04-06T04:00:00.000,2017-12-19T02:29:05.300,"vacm ucd-snmp SNMP server, version 3.52, does not properly disable access to the public community string, which could allow remote attackers to obtain sensitive information.",5.0
CVE-1999-0472,1999-04-07T04:00:00.000,2022-08-17T08:15:12.727,"The SNMP default community name ""public"" is not properly removed in NetApps C630 Netcache, even if the administrator tries to disable it.",5.0
CVE-1999-0473,1999-04-07T04:00:00.000,2008-09-09T12:34:37.353,The rsync command before rsync 2.3.1 may inadvertently change the permissions of the client's working directory to the permissions of the directory being transferred.,2.1
CVE-1999-1196,1999-04-07T04:00:00.000,2008-09-05T20:18:56.977,Hummingbird Exceed X version 5 allows remote attackers to cause a denial of service via malformed data to port 6000.,5.0
CVE-1999-0287,1999-04-09T04:00:00.000,2022-08-17T06:15:13.110,Vulnerability in the Wguest CGI program.,7.5
CVE-1999-0468,1999-04-09T04:00:00.000,2021-07-22T14:02:03.270,Internet Explorer 5.0 allows a remote server to read arbitrary files on the client's file system using the Microsoft Scriptlet Component.,2.6
CVE-1999-0470,1999-04-09T04:00:00.000,2008-09-09T12:34:37.147,"A weak encryption algorithm is used for passwords in Novell Remote.NLM, allowing them to be easily decrypted.",5.0
CVE-1999-0471,1999-04-09T04:00:00.000,2022-08-17T08:15:12.680,"The remote proxy server in Winroute allows a remote attacker to reconfigure the proxy without authentication through the ""cancel"" button.",5.0
CVE-1999-0801,1999-04-09T04:00:00.000,2008-09-09T12:35:40.103,BMC Patrol allows remote attackers to gain access to an agent by spoofing frames.,10.0
CVE-1999-1323,1999-04-09T04:00:00.000,2016-10-18T02:02:54.100,"Norton AntiVirus for Internet Email Gateways (NAVIEG) 1.0.1.7 and earlier, and Norton AntiVirus for MS Exchange (NAVMSE) 1.5 and earlier, store the administrator password in cleartext in (1) the navieg.ini file for NAVIEG, and (2) the ModifyPassword registry key in NAVMSE.",4.6
CVE-1999-0444,1999-04-12T04:00:00.000,2022-08-17T05:15:07.240,"Remote attackers can perform a denial of service in Windows machines using malicious ARP packets, forcing a message box display for each packet or filling up log files.",5.0
CVE-1999-0446,1999-04-12T04:00:00.000,2008-09-09T12:34:32.837,"Local users can perform a denial of service in NetBSD 1.3.3 and earlier versions by creating an unusual symbolic link with the ln command, triggering a bug in VFS.",2.1
CVE-1999-1369,1999-04-14T04:00:00.000,2016-10-18T02:03:37.263,"Real Media RealServer (rmserver) 6.0.3.353 stores a password in plaintext in the world-readable rmserver.cfg file, which allows local users to gain privileges.",4.6
CVE-1999-1244,1999-04-15T04:00:00.000,2017-12-19T02:29:05.190,IPFilter 3.2.3 through 3.2.10 allows local users to modify arbitrary files via a symlink attack on the saved output file.,7.2
CVE-1999-0684,1999-04-19T04:00:00.000,2022-08-17T08:15:14.840,Denial of service in Sendmail 8.8.6 in HPUX.,5.0
CVE-1999-0491,1999-04-20T04:00:00.000,2023-11-07T01:54:58.450,The prompt parsing in bash allows a local user to execute commands as another user by creating a directory with the name of the command to execute.,4.6
CVE-1999-0604,1999-04-20T04:00:00.000,2016-10-18T01:59:25.707,"An incorrect configuration of the WebStore 1.0 shopping cart CGI program ""web_store.cgi"" could disclose private information.",5.0
CVE-1999-0607,1999-04-20T04:00:00.000,2016-10-18T01:59:29.393,"quikstore.cgi in QuikStore shopping cart stores quikstore.cfg under the web document root with insufficient access control, which allows remote attackers to obtain the cleartext administrator password and gain privileges.",5.0
CVE-1999-0466,1999-04-21T04:00:00.000,2008-09-09T12:34:36.883,The SVR4 /dev/wabi special device file in NetBSD 1.3.3 and earlier allows a local user to read or write arbitrary files on the disk associated with that device.,7.2
CVE-1999-0488,1999-04-21T04:00:00.000,2021-07-22T14:02:03.270,"Internet Explorer 4.0 and 5.0 allows a remote attacker to execute security scripts in a different security context using malicious URLs, a variant of the ""cross frame"" vulnerability.",7.5
CVE-1999-0490,1999-04-21T04:00:00.000,2021-07-22T14:02:03.270,MSHTML.DLL in Internet Explorer 5.0 allows a remote attacker to learn information about a local user's files via an IMG SRC tag.,7.5
CVE-1999-0492,1999-04-23T04:00:00.000,2022-08-17T08:15:13.033,The ffingerd 1.19 allows remote attackers to identify users on the target system based on its responses.,10.0
CVE-1999-0712,1999-04-27T04:00:00.000,2022-08-17T08:15:14.937,A vulnerability in Caldera Open Administration System (COAS) allows the /etc/shadow password file to be made world-readable.,2.1
CVE-1999-0711,1999-04-29T04:00:00.000,2016-10-18T01:59:35.457,The oratclsh interpreter in Oracle 8.x Intelligent Agent for Unix allows local users to execute Tcl commands as root.,4.6
CVE-1999-0194,1999-05-01T04:00:00.000,2022-08-17T10:15:11.393,Denial of service in in.comsat allows attackers to generate messages.,5.0
CVE-1999-0487,1999-05-01T04:00:00.000,2021-07-22T14:02:03.270,The DHTML Edit ActiveX control in Internet Explorer allows remote attackers to read arbitrary files.,2.6
CVE-1999-0763,1999-05-01T04:00:00.000,2008-09-09T12:35:21.197,NetBSD on a multi-homed host allows ARP packets on one network to modify ARP entries on another connected network.,6.4
CVE-1999-0764,1999-05-01T04:00:00.000,2008-09-09T12:35:21.273,NetBSD allows ARP packets to overwrite static ARP entries.,6.4
CVE-1999-0807,1999-05-01T04:00:00.000,2022-08-17T08:15:15.643,The Netscape Directory Server installation procedure leaves sensitive information in a file that is accessible to local users.,7.2
CVE-1999-1418,1999-05-01T04:00:00.000,2008-09-05T20:19:28.600,"ICQ99 ICQ web server build 1701 with ""Active Homepage"" enabled generates allows remote attackers to determine the existence of files on the server by comparing server responses when a file exists (""404 Forbidden"") versus when a file does not exist (""404 not found"").",5.0
CVE-1999-1553,1999-05-01T04:00:00.000,2017-12-19T02:29:10.363,Buffer overflow in XCmail 0.99.6 with autoquote enabled allows remote attackers to execute arbitrary commands via a long subject line.,10.0
CVE-2000-0412,1999-05-01T04:00:00.000,2008-09-10T19:04:36.430,"The gnapster and knapster clients for Napster do not properly restrict access only to MP3 files, which allows remote attackers to read arbitrary files from the client by specifying the full pathname for the file.",7.5
CVE-1999-1012,1999-05-04T04:00:00.000,2008-09-05T20:18:30.900,"SMTP component of Lotus Domino 4.6.1 on AS/400, and possibly other operating systems, allows a remote attacker to crash the mail server via a long string.",5.0
CVE-1999-1097,1999-05-04T04:00:00.000,2017-12-19T02:29:02.017,Microsoft NetMeeting 2.1 allows one client to read the contents of another client's clipboard via a CTRL-C in the chat box when the box is empty.,6.4
CVE-1999-1195,1999-05-05T04:00:00.000,2016-10-18T02:02:08.357,"NAI VirusScan NT 4.0.2 does not properly modify the scan.dat virus definition file during an update via FTP, but it reports that the update was successful, which could cause a system administrator to believe that the definitions have been updated correctly.",5.1
CVE-1999-1079,1999-05-06T04:00:00.000,2016-10-18T02:01:04.660,Vulnerability in ptrace in AIX 4.3 allows local users to gain privileges by attaching to a setgid program.,4.6
CVE-1999-1241,1999-05-06T04:00:00.000,2021-07-23T15:03:06.753,"Internet Explorer, with a security setting below Medium, allows remote attackers to execute arbitrary commands via a malicious web page that uses the FileSystemObject ActiveX object.",10.0
CVE-1999-1367,1999-05-06T04:00:00.000,2023-11-07T01:55:08.653,"Internet Explorer 5.0 does not properly reset the username/password cache for Web sites that do not use standard cache controls, which could allow users on the same system to access restricted web sites that were visited by other users.",4.6
CVE-1999-0686,1999-05-07T04:00:00.000,2008-09-09T12:35:13.773,Denial of service in Netscape Enterprise Server (NES) in HP Virtual Vault (VVOS) via a long URL.,5.0
CVE-1999-0717,1999-05-07T04:00:00.000,2023-11-07T01:55:01.390,A remote attacker can disable the virus warning mechanism in Microsoft Excel 97.,2.6
CVE-1999-0736,1999-05-07T04:00:00.000,2018-10-12T21:29:11.077,The showcode.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,5.0
CVE-1999-0737,1999-05-07T04:00:00.000,2018-10-12T21:29:11.310,The viewcode.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,5.0
CVE-1999-0738,1999-05-07T04:00:00.000,2018-10-12T21:29:11.450,The code.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,5.0
CVE-1999-0739,1999-05-07T04:00:00.000,2018-10-12T21:29:11.560,The codebrws.asp sample file in IIS and Site Server allows remote attackers to read arbitrary files.,5.0
CVE-1999-1566,1999-05-08T04:00:00.000,2008-09-05T20:19:49.880,Buffer overflow in iParty server 1.2 and earlier allows remote attackers to cause a denial of service (crash) by connecting to default port 6004 and sending repeated extended characters.,5.0
CVE-1999-0806,1999-05-10T04:00:00.000,2018-10-30T16:25:12.013,Buffer overflow in Solaris dtprintinfo program.,7.2
CVE-1999-0754,1999-05-11T04:00:00.000,2008-09-09T12:35:20.243,The INN inndstart program allows local users to gain privileges by specifying an alternate configuration file using the INNCONF environmental variable.,10.0
CVE-1999-0773,1999-05-11T04:00:00.000,2018-10-30T16:26:22.763,Buffer overflow in Solaris lpset program allows local users to gain root access.,7.2
CVE-1999-0785,1999-05-11T04:00:00.000,2008-09-09T12:35:38.710,"The INN inndstart program allows local users to gain root privileges via the ""pathrun"" parameter in the inn.conf file.",7.2
CVE-1999-1033,1999-05-11T04:00:00.000,2016-10-18T02:00:29.717,"Microsoft Outlook Express before 4.72.3612.1700 allows a malicious user to send a message that contains a .., which can inadvertently cause Outlook to re-enter POP3 command mode and cause the POP3 session to hang.",5.0
CVE-1999-1520,1999-05-11T04:00:00.000,2017-10-10T01:29:06.670,"A configuration problem in the Ad Server Sample directory (AdSamples) in Microsoft Site Server 3.0 allows an attacker to obtain the SITE.CSC file, which exposes sensitive SQL database information.",5.0
CVE-1999-0229,1999-05-12T04:00:00.000,2022-08-17T07:15:14.303,Denial of service in Windows NT IIS server using ..\..,5.0
CVE-1999-0776,1999-05-12T04:00:00.000,2008-09-09T12:35:38.023,Alibaba HTTP server allows remote attackers to read files via a .. (dot dot) attack.,5.0
CVE-1999-1368,1999-05-12T04:00:00.000,2021-04-09T16:58:32.580,"AV Option for MS Exchange Server option for InoculateIT 4.53, and possibly other versions, only scans the Inbox folder tree of a Microsoft Exchange server, which could allow viruses to escape detection if a user's rules cause the message to be moved to a different mailbox.",7.5
CVE-1999-1029,1999-05-13T04:00:00.000,2017-12-19T02:29:01.173,"SSH server (sshd2) before 2.0.12 does not properly record login attempts if the connection is closed before the maximum number of tries, allowing a remote attacker to guess the password without showing up in the audit logs.",7.5
CVE-1999-1366,1999-05-15T04:00:00.000,2016-10-18T02:03:34.340,"Pegasus e-mail client 3.0 and earlier uses weak encryption to store POP3 passwords in the pmail.ini file, which allows local users to easily decrypt the passwords and read e-mail.",3.6
CVE-1999-0489,1999-05-17T04:00:00.000,2018-10-12T21:29:06.027,"MSHTML.DLL in Internet Explorer 5.0 allows a remote attacker to paste a file name into the file upload intrinsic control, a variant of ""untrusted scripted paste"" as described in MS:MS98-013.",10.0
CVE-1999-0716,1999-05-17T04:00:00.000,2023-11-07T01:55:01.317,Buffer overflow in Windows NT 4.0 help file utility via a malformed help file.,4.6
CVE-1999-1156,1999-05-17T04:00:00.000,2018-05-03T01:29:04.990,BisonWare FTP Server 4.1 and earlier allows remote attackers to cause a denial of service via a malformed PORT command that contains a non-numeric character and a large number of carriage returns.,5.0
CVE-1999-1510,1999-05-17T04:00:00.000,2017-12-19T02:29:09.160,"Buffer overflows in Bisonware FTP server prior to 4.1 allow remote attackers to cause a denial of service, and possibly execute arbitrary commands, via long (1) USER, (2) LIST, or (3) CWD commands.",7.5
CVE-1999-0765,1999-05-19T04:00:00.000,2008-09-09T12:35:21.353,SGI IRIX midikeys program allows local users to modify arbitrary files via a text editor.,10.0
CVE-1999-1030,1999-05-19T04:00:00.000,2016-10-18T02:00:27.187,"counter.exe 2.70 allows a remote attacker to cause a denial of service (hang) via an HTTP request that ends in %0A (newline), which causes a malformed entry in the counter log that produces an access violation.",5.0
CVE-1999-1031,1999-05-19T04:00:00.000,2016-10-18T02:00:28.357,counter.exe 2.70 allows a remote attacker to cause a denial of service (hang) via a long argument.,5.0
CVE-1999-0715,1999-05-20T04:00:00.000,2023-11-07T01:55:01.260,Buffer overflow in Remote Access Service (RAS) client allows an attacker to execute commands or cause a denial of service via a malformed phonebook entry.,4.6
CVE-1999-1393,1999-05-21T04:00:00.000,2021-09-22T14:22:24.190,"Control Panel ""Password Security"" option for Apple Powerbooks allows attackers with physical access to the machine to bypass the security by booting it with an emergency startup disk and using a disk editor to modify the on/off toggle or password in the aaaaaaaAPWD file, which is normally inaccessible.",4.6
CVE-1999-0928,1999-05-23T04:00:00.000,2008-09-09T12:36:12.680,Buffer overflow in SmartDesk WebSuite allows remote attackers to cause a denial of service via a long URL.,5.0
CVE-1999-0762,1999-05-24T04:00:00.000,2022-08-17T08:15:15.250,"When Javascript is embedded within the TITLE tag, Netscape Communicator allows a remote attacker to use the ""about"" protocol to gain access to browser information.",2.6
CVE-1999-0803,1999-05-25T04:00:00.000,2016-10-18T01:59:44.553,The fwluser script in AIX eNetwork Firewall allows local users to write to arbitrary files via a symlink attack.,2.1
CVE-1999-1414,1999-05-25T04:00:00.000,2016-10-18T02:04:16.833,"IBM Netfinity Remote Control allows local users to gain administrator privileges by starting programs from the process manager, which runs with system level privileges.",7.2
CVE-1999-0771,1999-05-26T04:00:00.000,2022-08-17T08:15:15.307,The web components of Compaq Management Agents and the Compaq Survey Utility allow a remote attacker to read arbitrary files via a .. (dot dot) attack.,5.0
CVE-1999-0920,1999-05-26T04:00:00.000,2008-09-09T12:36:10.197,Buffer overflow in the pop-2d POP daemon in the IMAP package allows remote attackers to gain privileges via the FOLD command.,10.0
CVE-1999-0927,1999-05-26T04:00:00.000,2008-09-09T12:36:12.617,NTMail allows remote attackers to read arbitrary files via a .. (dot dot) attack.,5.0
CVE-1999-0755,1999-05-27T04:00:00.000,2023-11-07T01:55:02.137,"Windows NT RRAS and RAS clients cache a user's password even if the user has not selected the ""Save password"" option.",5.0
CVE-1999-0802,1999-05-27T04:00:00.000,2023-11-07T01:55:02.713,Buffer overflow in Internet Explorer 5 allows remote attackers to execute commands via a malformed Favorites icon.,7.6
CVE-1999-0917,1999-05-27T04:00:00.000,2023-11-07T01:55:04.847,The Preloader ActiveX control used by Internet Explorer allows remote attackers to read arbitrary files.,5.1
CVE-1999-1028,1999-05-28T04:00:00.000,2016-10-18T02:00:25.043,Symantec pcAnywhere 8.0 allows remote attackers to cause a denial of service (CPU utilization) via a large amount of data to port 5631.,5.0
CVE-1999-1485,1999-05-31T04:00:00.000,2017-12-19T02:29:08.830,"nsd in IRIX 6.5 through 6.5.2 exports a virtual filesystem on a UDP port, which allows remote attackers to view files and cause a possible denial of service by mounting the nsd virtual file system.",6.4
CVE-2000-0333,1999-05-31T04:00:00.000,2023-11-07T01:55:17.037,"tcpdump, Ethereal, and other sniffer packages allow remote attackers to cause a denial of service via malformed DNS packets in which a jump offset refers to itself, which causes tcpdump to enter an infinite loop while decompressing the packet.",5.0
CVE-1999-0772,1999-06-01T04:00:00.000,2022-08-17T08:15:15.360,Denial of service in Compaq Management Agents and the Compaq Survey Utility via a long string sent to port 2301.,6.4
